CustomerID,Recency,Frequency,Monetary,Recency_rank,Frequency_rank,Monetary_rank,segment
13658,10.0,5.0,1538.87,4,4,5,Champions
13971,9.0,6.0,1775.44,5,5,5,Champions
12826,3.0,5.0,771.02,5,4,4,Champions
15358,5.0,13.0,3973.33,5,5,5,Champions
12901,9.0,21.0,8450.66,5,5,5,Champions
14503,3.0,6.0,3543.26,5,5,5,Champions
14680,25.0,10.0,12556.39,3,5,5,Loyal
17428,1.0,17.0,9871.08,5,5,5,Champions
15218,11.0,8.0,3999.63,4,5,5,Champions
18102,1.0,44.0,164467.07,5,5,5,Champions
16745,87.0,8.0,3047.66,1,5,5,Don't lose them
15719,33.0,7.0,2612.9900000000002,3,5,5,Loyal
13319,5.0,18.0,5745.64,5,5,5,Champions
18283,4.0,11.0,1559.83,5,5,5,Champions
15039,10.0,22.0,5791.900000000001,4,5,5,Champions
16919,156.0,2.0,541.1,1,2,3,Hibernating
13476,179.0,1.0,510.87,1,1,3,Hibernating
14527,3.0,43.0,4490.17,5,5,5,Champions
17346,4.0,10.0,1646.81,5,5,5,Champions
17644,1.0,10.0,1938.32,5,5,5,Champions
15251,9.0,12.0,6281.34,5,5,5,Champions
18073,114.0,10.0,3360.2000000000003,1,5,5,Don't lose them
17243,1.0,17.0,5794.55,5,5,5,Champions
14730,1.0,5.0,1449.46,5,4,4,Champions
14426,19.0,10.0,2447.57,4,5,5,Champions
16712,9.0,7.0,2441.06,5,5,5,Champions
16774,68.0,5.0,654.92,2,4,3,At risk
14524,32.0,5.0,1090.1,3,4,4,Loyal
13384,31.0,9.0,4122.28,3,5,5,Loyal
14871,3.0,2.0,273.78000000000003,5,2,2,Potential Loyal
13408,2.0,50.0,16068.45,5,5,5,Champions
14461,148.0,2.0,1326.83,1,2,4,Hibernating
15129,50.0,7.0,2327.02,2,5,5,Don't lose them
15656,45.0,2.0,441.64,3,2,3,About to sleep
16928,80.0,11.0,1740.04,1,5,5,Don't lose them
17043,32.0,3.0,1560.58,3,3,5,Need attention
13720,117.0,2.0,367.8,1,2,2,Hibernating
15912,178.0,1.0,123.13,1,1,1,Hibernating
17101,10.0,4.0,1621.73,4,4,5,Champions
15125,25.0,16.0,3904.02,3,5,5,Loyal
17749,178.0,1.0,305.51,1,1,2,Hibernating
17179,178.0,1.0,223.48,1,1,1,Hibernating
14997,46.0,4.0,540.98,2,4,3,At risk
14852,58.0,5.0,2346.29,2,4,5,Don't lose them
12437,2.0,10.0,2976.32,5,5,5,Champions
14609,72.0,3.0,457.56,2,3,3,At risk
17284,60.0,5.0,713.23,2,4,3,At risk
12682,4.0,20.0,7010.93,5,5,5,Champions
17155,18.0,2.0,251.70000000000002,4,2,2,Potential Loyal
15134,15.0,6.0,1148.54,4,5,4,Champions
12809,168.0,2.0,484.36,1,2,3,Hibernating
15874,63.0,3.0,2194.4700000000003,2,3,5,At risk
13631,100.0,8.0,1691.77,1,5,5,Don't lose them
17511,3.0,24.0,52648.96,5,5,5,Champions
13199,4.0,23.0,6063.8,5,5,5,Champions
16241,10.0,9.0,1773.91,4,5,5,Champions
15498,1.0,20.0,5550.3099999999995,5,5,5,Champions
15574,178.0,1.0,112.1,1,1,1,Hibernating
16461,178.0,1.0,151.42,1,1,1,Hibernating
17389,1.0,25.0,26646.79,5,5,5,Champions
14395,2.0,6.0,1855.92,5,5,5,Champions
13343,173.0,2.0,303.93,1,2,2,Hibernating
12624,106.0,2.0,641.13,1,2,3,Hibernating
15005,16.0,18.0,3320.07,4,5,5,Champions
16644,178.0,1.0,111.37,1,1,1,Hibernating
17581,1.0,18.0,7552.65,5,5,5,Champions
12843,66.0,5.0,609.25,2,4,3,At risk
16904,4.0,10.0,2466.1,5,5,5,Champions
18165,177.0,1.0,302.46000000000004,1,1,2,Hibernating
17536,177.0,1.0,76.5,1,1,1,Hibernating
12748,1.0,128.0,19281.81,5,5,5,Champions
16523,2.0,19.0,6489.97,5,5,5,Champions
12877,4.0,5.0,853.73,5,4,4,Champions
16898,26.0,2.0,392.73,3,2,2,About to sleep
12415,24.0,17.0,73435.25,3,5,5,Loyal
13047,32.0,10.0,1425.42,3,5,4,Loyal
15400,92.0,4.0,207.9,1,4,1,At risk
16324,128.0,3.0,428.68,1,3,3,At risk
14156,10.0,44.0,71080.04,4,5,5,Champions
15611,10.0,10.0,1152.19,4,5,4,Champions
15864,22.0,6.0,1541.2600000000002,4,5,5,Champions
17651,12.0,14.0,3886.67,4,5,5,Champions
17716,23.0,10.0,4054.17,4,5,5,Champions
14222,177.0,1.0,683.17,1,1,3,Hibernating
15585,177.0,1.0,455.3,1,1,3,Hibernating
13694,4.0,29.0,33297.16,5,5,5,Champions
12705,15.0,10.0,3687.39,4,5,5,Champions
17490,1.0,11.0,1926.8799999999999,5,5,5,Champions
16739,172.0,2.0,312.55,1,2,2,Hibernating
14844,64.0,3.0,2315.26,2,3,5,At risk
16276,177.0,1.0,810.6000000000001,1,1,4,Hibernating
16145,9.0,11.0,2441.41,5,5,5,Champions
13523,33.0,3.0,1386.14,3,3,4,Need attention
17193,36.0,9.0,1674.46,3,5,5,Loyal
12980,156.0,3.0,1776.1200000000001,1,3,5,At risk
16257,177.0,1.0,46.95,1,1,1,Hibernating
13082,126.0,4.0,1653.45,1,4,5,Don't lose them
17446,177.0,1.0,52.800000000000004,1,1,1,Hibernating
16672,2.0,12.0,3965.35,5,5,5,Champions
16729,36.0,14.0,3699.92,3,5,5,Loyal
13700,26.0,5.0,1321.46,3,4,4,Loyal
14282,3.0,10.0,1920.16,5,5,5,Champions
12484,33.0,6.0,3393.1,3,5,5,Loyal
14321,11.0,4.0,1203.93,4,4,4,Loyal
14289,9.0,3.0,317.04,5,3,2,Potential Loyal
16279,21.0,3.0,1509.58,4,3,4,Loyal
18241,10.0,17.0,1692.26,4,5,5,Champions
15044,19.0,7.0,3184.95,4,5,5,Champions
12971,4.0,46.0,6110.42,5,5,5,Champions
14735,4.0,15.0,3510.28,5,5,5,Champions
16942,13.0,6.0,985.87,4,5,4,Champions
14285,21.0,4.0,1910.01,4,4,5,Champions
15907,4.0,2.0,716.27,5,2,3,Potential Loyal
13246,18.0,3.0,273.58,4,3,2,Potential Loyal
17642,120.0,2.0,712.29,1,2,3,Hibernating
16225,45.0,3.0,679.71,3,3,3,Need attention
16571,3.0,4.0,848.54,5,4,4,Champions
12816,96.0,2.0,572.2,1,2,3,Hibernating
16011,8.0,9.0,2134.2999999999997,5,5,5,Champions
13826,158.0,2.0,174.65,1,2,1,Hibernating
13627,59.0,5.0,1018.1,2,4,4,Don't lose them
16814,14.0,10.0,2327.7400000000002,4,5,5,Champions
14037,176.0,1.0,35.400000000000006,1,1,1,Hibernating
14243,9.0,8.0,1037.81,5,5,4,Champions
13575,23.0,5.0,732.0699999999999,4,4,3,Loyal
13004,12.0,12.0,2884.01,4,5,5,Champions
13488,17.0,9.0,3388.08,4,5,5,Champions
17828,9.0,8.0,766.81,5,5,4,Champions
12621,2.0,12.0,6267.8,5,5,5,Champions
16843,43.0,10.0,6354.67,3,5,5,Loyal
14895,8.0,18.0,6336.15,5,5,5,Champions
13213,57.0,3.0,966.9,2,3,4,At risk
17368,23.0,5.0,1023.75,4,4,4,Loyal
13263,1.0,20.0,4001.45,5,5,5,Champions
17157,8.0,3.0,306.55,5,3,2,Potential Loyal
17463,16.0,4.0,937.6,4,4,4,Loyal
13098,1.0,24.0,21099.0,5,5,5,Champions
12562,8.0,6.0,3336.78,5,5,5,Champions
14755,10.0,7.0,3147.77,4,5,5,Champions
13576,10.0,11.0,3577.94,4,5,5,Champions
12908,59.0,2.0,318.0,2,2,2,Hibernating
16027,92.0,3.0,417.95000000000005,1,3,3,At risk
16852,10.0,2.0,144.91000000000003,4,2,1,Potential Loyal
15694,1.0,6.0,3477.7,5,5,5,Champions
17865,31.0,17.0,6124.41,3,5,5,Loyal
16266,74.0,4.0,490.05,2,4,3,At risk
13951,176.0,1.0,158.4,1,1,1,Hibernating
14107,52.0,3.0,1228.15,2,3,4,At risk
15219,176.0,1.0,305.75,1,1,2,Hibernating
14849,22.0,16.0,5498.07,4,5,5,Champions
17416,30.0,5.0,3435.33,3,4,5,Loyal
15669,40.0,4.0,478.89000000000004,3,4,3,Loyal
14062,10.0,6.0,5630.22,4,5,5,Champions
16558,1.0,11.0,4869.05,5,5,5,Champions
15555,12.0,12.0,3005.52,4,5,5,Champions
16359,7.0,4.0,734.66,5,4,3,Loyal
17450,8.0,39.0,132879.73,5,5,5,Champions
18168,176.0,1.0,115.15,1,1,1,Hibernating
15014,43.0,2.0,260.17,3,2,2,About to sleep
14765,29.0,3.0,254.11,3,3,2,Need attention
14005,10.0,4.0,2687.56,4,4,5,Champions
13456,18.0,5.0,1559.0600000000002,4,4,5,Champions
13107,44.0,3.0,964.78,3,3,4,Need attention
17306,11.0,12.0,5421.87,4,5,5,Champions
16779,2.0,15.0,6211.9800000000005,5,5,5,Champions
12678,42.0,7.0,11696.9,3,5,5,Loyal
13090,9.0,9.0,5751.82,5,5,5,Champions
13113,1.0,12.0,2663.64,5,5,5,Champions
17139,16.0,10.0,5894.87,4,5,5,Champions
12408,33.0,5.0,2034.31,3,4,5,Loyal
13735,25.0,6.0,1851.17,3,5,5,Loyal
15296,44.0,7.0,1532.72,3,5,4,Loyal
16170,51.0,4.0,935.55,2,4,4,Don't lose them
16172,95.0,4.0,940.83,1,4,4,Don't lose them
18118,11.0,12.0,2124.33,4,5,5,Champions
15513,31.0,9.0,8603.26,3,5,5,Loyal
15021,9.0,7.0,1206.49,5,5,4,Champions
17677,2.0,26.0,10017.34,5,5,5,Champions
17426,4.0,6.0,3828.38,5,5,5,Champions
14776,51.0,10.0,1120.98,2,5,4,Don't lose them
16869,23.0,5.0,805.62,4,4,4,Loyal
14936,9.0,8.0,6541.06,5,5,5,Champions
13647,10.0,4.0,1245.58,4,4,4,Loyal
15805,23.0,12.0,2770.8,4,5,5,Champions
15181,66.0,2.0,389.47999999999996,2,2,2,Hibernating
12463,46.0,3.0,667.08,2,3,3,At risk
15356,31.0,5.0,1564.69,3,4,5,Loyal
17204,169.0,3.0,305.55,1,3,2,At risk
12731,24.0,7.0,10649.32,3,5,5,Loyal
14491,175.0,1.0,213.73,1,1,1,Hibernating
16817,3.0,3.0,323.62,5,3,2,Potential Loyal
14085,2.0,8.0,1636.13,5,5,5,Champions
17616,174.0,1.0,163.2,1,1,1,Hibernating
17282,130.0,2.0,961.56,1,2,4,Hibernating
14051,1.0,12.0,9776.91,5,5,5,Champions
12951,9.0,3.0,425.69,5,3,3,Loyal
15909,174.0,1.0,191.94,1,1,1,Hibernating
17932,29.0,2.0,742.56,3,2,3,About to sleep
13005,174.0,1.0,192.05,1,1,1,Hibernating
16923,12.0,8.0,3415.12,4,5,5,Champions
14646,2.0,49.0,163398.1,5,5,5,Champions
13618,174.0,1.0,177.34,1,1,1,Hibernating
13097,33.0,8.0,2897.96,3,5,5,Loyal
14878,13.0,4.0,522.77,4,4,3,Loyal
16805,174.0,1.0,245.82,1,1,2,Hibernating
14162,174.0,1.0,111.68,1,1,1,Hibernating
17769,13.0,10.0,3075.87,4,5,5,Champions
16050,174.0,1.0,137.9,1,1,1,Hibernating
14004,43.0,6.0,3682.62,3,5,5,Loyal
15544,9.0,7.0,1783.04,5,5,5,Champions
16931,5.0,12.0,2701.11,5,5,5,Champions
16484,174.0,1.0,118.60000000000001,1,1,1,Hibernating
13089,3.0,51.0,29104.010000000002,5,5,5,Champions
18077,8.0,7.0,1753.6299999999999,5,5,5,Champions
16701,9.0,10.0,3007.0299999999997,5,5,5,Champions
13632,25.0,4.0,1503.99,3,4,4,Loyal
16813,8.0,8.0,1376.18,5,5,4,Champions
17377,24.0,13.0,2503.3,3,5,5,Loyal
15046,9.0,8.0,2746.55,5,5,5,Champions
17879,174.0,1.0,178.51999999999998,1,1,1,Hibernating
16880,31.0,6.0,1249.2,3,5,4,Loyal
18230,9.0,5.0,1543.3000000000002,5,4,5,Champions
17562,14.0,8.0,1107.38,4,5,4,Champions
16326,6.0,12.0,2550.28,5,5,5,Champions
13629,23.0,7.0,4904.36,4,5,5,Champions
12724,5.0,3.0,876.51,5,3,4,Loyal
15334,157.0,3.0,351.67,1,3,2,At risk
12421,16.0,4.0,648.82,4,4,3,Loyal
17519,17.0,3.0,888.4200000000001,4,3,4,Loyal
15373,8.0,6.0,1224.16,5,5,4,Champions
13102,1.0,9.0,2654.93,5,5,5,Champions
12450,156.0,2.0,197.88,1,2,1,Hibernating
13568,173.0,1.0,192.85,1,1,1,Hibernating
18062,173.0,1.0,234.6,1,1,2,Hibernating
14820,21.0,4.0,507.29,4,4,3,Loyal
16744,11.0,7.0,1304.76,4,5,4,Champions
16493,73.0,4.0,961.86,2,4,4,Don't lose them
13240,96.0,2.0,221.24,1,2,1,Hibernating
15700,172.0,3.0,664.03,1,3,3,At risk
17001,1.0,6.0,2187.63,5,5,5,Champions
13524,41.0,4.0,520.98,3,4,3,Loyal
12541,30.0,2.0,668.78,3,2,3,About to sleep
15535,173.0,1.0,125.01,1,1,1,Hibernating
17299,12.0,4.0,669.11,4,4,3,Loyal
12837,173.0,1.0,134.1,1,1,1,Hibernating
15076,173.0,1.0,880.85,1,1,4,Hibernating
15854,4.0,6.0,1390.26,5,5,4,Champions
17444,148.0,3.0,2940.04,1,3,5,At risk
15291,26.0,6.0,1678.59,3,5,5,Loyal
14194,5.0,21.0,7874.33,5,5,5,Champions
17227,19.0,4.0,573.1700000000001,4,4,3,Loyal
14291,2.0,9.0,2259.84,5,5,5,Champions
17723,127.0,3.0,2114.6000000000004,1,3,5,At risk
16717,9.0,7.0,3000.21,5,5,5,Champions
16670,17.0,10.0,2112.9900000000002,4,5,5,Champions
15921,173.0,1.0,336.03000000000003,1,1,2,Hibernating
17897,173.0,1.0,131.98,1,1,1,Hibernating
15747,13.0,3.0,974.04,4,3,4,Loyal
14701,11.0,5.0,792.1700000000001,4,4,4,Loyal
15410,84.0,4.0,1649.95,1,4,5,Don't lose them
15840,59.0,3.0,345.66,2,3,2,At risk
17809,16.0,9.0,1976.92,4,5,5,Champions
15016,173.0,1.0,170.04,1,1,1,Hibernating
12429,9.0,2.0,2030.92,5,2,5,Potential Loyal
17857,3.0,15.0,18052.0,5,5,5,Champions
18260,173.0,1.0,427.13,1,1,3,Hibernating
14808,40.0,15.0,2175.37,3,5,5,Loyal
14584,169.0,2.0,200.45,1,2,1,Hibernating
15301,51.0,8.0,2252.21,2,5,5,Don't lose them
14796,1.0,13.0,4475.78,5,5,5,Champions
13815,22.0,4.0,3002.9,4,4,5,Champions
16713,19.0,9.0,4290.0,4,5,5,Champions
12904,18.0,2.0,509.58,4,2,3,Potential Loyal
13798,1.0,24.0,13411.49,5,5,5,Champions
15825,172.0,1.0,532.94,1,1,3,Hibernating
12432,43.0,5.0,5059.32,3,4,5,Loyal
18223,2.0,14.0,3627.38,5,5,5,Champions
12643,128.0,2.0,1452.72,1,2,4,Hibernating
15769,7.0,16.0,23934.0,5,5,5,Champions
15581,121.0,6.0,2795.01,1,5,5,Don't lose them
12490,5.0,8.0,4222.21,5,5,5,Champions
13717,32.0,4.0,874.42,3,4,4,Loyal
16320,172.0,1.0,185.78,1,1,1,Hibernating
16839,9.0,22.0,8383.75,5,5,5,Champions
16684,4.0,16.0,40996.82,5,5,5,Champions
15389,172.0,1.0,500.0,1,1,3,Hibernating
17588,100.0,2.0,843.0,1,2,4,Hibernating
15280,172.0,1.0,113.12,1,1,1,Hibernating
12759,52.0,2.0,1086.64,2,2,4,Hibernating
13941,22.0,4.0,2869.05,4,4,5,Champions
17159,22.0,4.0,1534.73,4,4,5,Champions
15189,1.0,26.0,10673.2,5,5,5,Champions
15329,35.0,4.0,1023.2,3,4,4,Loyal
15998,37.0,4.0,1301.95,3,4,4,Loyal
17629,6.0,5.0,1207.93,5,4,4,Champions
12474,17.0,15.0,4528.06,4,5,5,Champions
12830,38.0,7.0,6748.4,3,5,5,Loyal
15061,4.0,20.0,23132.92,5,5,5,Champions
15507,172.0,1.0,492.36,1,1,3,Hibernating
18252,51.0,2.0,526.67,2,2,3,Hibernating
14110,4.0,10.0,3981.63,5,5,5,Champions
16526,172.0,1.0,290.36,1,1,2,Hibernating
17695,132.0,2.0,765.34,1,2,4,Hibernating
14460,110.0,2.0,404.34,1,2,2,Hibernating
16394,50.0,6.0,804.5799999999999,2,5,4,Don't lose them
12930,78.0,4.0,409.9,2,4,2,At risk
14543,4.0,8.0,997.9300000000001,5,5,4,Champions
14960,8.0,2.0,221.27,5,2,1,Potential Loyal
17757,1.0,16.0,3143.85,5,5,5,Champions
14408,11.0,4.0,1524.74,4,4,4,Loyal
12444,21.0,5.0,5005.46,4,4,5,Champions
17960,171.0,1.0,73.78,1,1,1,Hibernating
16422,17.0,31.0,15075.92,4,5,5,Champions
15159,2.0,18.0,12924.51,5,5,5,Champions
14175,51.0,4.0,2845.08,2,4,5,Don't lose them
12583,3.0,11.0,3802.77,5,5,5,Champions
13178,26.0,6.0,3006.27,3,5,5,Loyal
18229,12.0,11.0,4067.0,4,5,5,Champions
17420,50.0,2.0,467.98,2,2,3,Hibernating
13750,54.0,3.0,958.46,2,3,4,At risk
15412,171.0,1.0,190.53,1,1,1,Hibernating
13630,5.0,7.0,958.24,5,5,4,Champions
12933,24.0,2.0,496.78,3,2,3,About to sleep
15152,10.0,15.0,3928.14,4,5,5,Champions
14040,41.0,8.0,1590.18,3,5,5,Loyal
14001,46.0,2.0,721.19,2,2,3,Hibernating
13763,63.0,3.0,1689.46,2,3,5,At risk
16186,23.0,8.0,2644.59,4,5,5,Champions
12947,144.0,2.0,207.35,1,2,1,Hibernating
15606,57.0,5.0,596.29,2,4,3,At risk
12674,12.0,6.0,1332.57,4,5,4,Champions
12798,10.0,3.0,6977.04,4,3,5,Loyal
13849,52.0,2.0,1537.95,2,2,5,Hibernating
16114,171.0,1.0,135.75000000000003,1,1,1,Hibernating
16180,100.0,6.0,7472.05,1,5,5,Don't lose them
15804,1.0,18.0,3323.19,5,5,5,Champions
14463,98.0,2.0,413.7,1,2,2,Hibernating
12684,8.0,4.0,1366.53,5,4,4,Champions
16214,171.0,1.0,313.08000000000004,1,1,2,Hibernating
13420,135.0,4.0,140.35,1,4,1,At risk
13780,7.0,2.0,360.01,5,2,2,Potential Loyal
18155,75.0,3.0,233.89000000000001,2,3,2,At risk
15194,3.0,8.0,3942.09,5,5,5,Champions
15750,3.0,5.0,1852.91,5,4,5,Champions
15059,41.0,6.0,763.75,3,5,4,Loyal
13611,89.0,3.0,855.05,1,3,4,At risk
13477,38.0,4.0,938.55,3,4,4,Loyal
16841,37.0,4.0,831.4399999999999,3,4,4,Loyal
14092,8.0,9.0,2275.28,5,5,5,Champions
17877,170.0,1.0,237.61,1,1,2,Hibernating
14733,9.0,6.0,1641.18,5,5,5,Champions
17585,109.0,2.0,611.54,1,2,3,Hibernating
14214,31.0,4.0,365.73,3,4,2,Potential Loyal
15810,79.0,5.0,291.31,2,4,2,At risk
17669,43.0,4.0,1795.72,3,4,5,Loyal
16247,170.0,1.0,114.56,1,1,1,Hibernating
16566,15.0,3.0,334.54,4,3,2,Potential Loyal
16626,1.0,17.0,2989.87,5,5,5,Champions
14643,170.0,1.0,335.87,1,1,2,Hibernating
15601,11.0,6.0,2003.97,4,5,5,Champions
16458,3.0,11.0,2177.04,5,5,5,Champions
13695,31.0,10.0,1878.21,3,5,5,Loyal
16966,8.0,7.0,994.0699999999999,5,5,4,Champions
14422,1.0,5.0,3862.33,5,4,5,Champions
14640,16.0,6.0,1645.35,4,5,5,Champions
14364,109.0,4.0,1555.5,1,4,5,Don't lose them
15550,4.0,3.0,437.73,5,3,3,Loyal
15041,170.0,1.0,180.35,1,1,1,Hibernating
14088,10.0,11.0,35060.65,4,5,5,Champions
12379,82.0,3.0,850.29,1,3,4,At risk
14099,16.0,7.0,1771.51,4,5,5,Champions
14998,170.0,1.0,246.23,1,1,2,Hibernating
16287,170.0,1.0,142.5,1,1,1,Hibernating
13881,4.0,18.0,13420.06,5,5,5,Champions
12919,8.0,8.0,1301.44,5,5,4,Champions
16187,32.0,10.0,4276.6,3,5,5,Loyal
14854,78.0,5.0,1558.56,2,4,5,Don't lose them
15130,170.0,1.0,330.11,1,1,2,Hibernating
12704,7.0,10.0,2220.84,5,5,5,Champions
18198,4.0,9.0,1582.92,5,5,5,Champions
14159,20.0,11.0,3563.68,4,5,5,Champions
17365,13.0,4.0,2904.37,4,4,5,Champions
15220,52.0,3.0,920.77,2,3,4,At risk
17613,23.0,9.0,1990.3100000000002,4,5,5,Champions
12720,3.0,17.0,3395.46,5,5,5,Champions
15384,170.0,1.0,338.84,1,1,2,Hibernating
16258,45.0,4.0,4171.05,3,4,5,Loyal
13268,18.0,7.0,1368.71,4,5,4,Champions
16806,103.0,2.0,387.12,1,2,2,Hibernating
16647,170.0,1.0,86.31,1,1,1,Hibernating
17370,73.0,4.0,446.18,2,4,3,At risk
17709,170.0,1.0,137.45,1,1,1,Hibernating
17630,170.0,1.0,168.1,1,1,1,Hibernating
13437,14.0,6.0,1967.16,4,5,5,Champions
15253,16.0,6.0,915.3,4,5,4,Champions
14404,34.0,3.0,750.74,3,3,3,Need attention
13458,7.0,9.0,3345.79,5,5,5,Champions
17659,4.0,8.0,1857.33,5,5,5,Champions
13300,165.0,2.0,365.29,1,2,2,Hibernating
15379,169.0,1.0,130.8,1,1,1,Hibernating
16940,52.0,2.0,2292.2,2,2,5,Hibernating
14401,4.0,11.0,3059.42,5,5,5,Champions
17611,4.0,13.0,1925.93,5,5,5,Champions
17759,17.0,3.0,834.99,4,3,4,Loyal
12465,8.0,3.0,733.89,5,3,3,Loyal
17799,22.0,4.0,1667.6,4,4,5,Champions
14656,169.0,1.0,157.94,1,1,1,Hibernating
12412,75.0,3.0,1226.88,2,3,4,At risk
17652,25.0,13.0,3112.07,3,5,5,Loyal
14534,3.0,15.0,2216.9,5,5,5,Champions
15228,66.0,4.0,2472.11,2,4,5,Don't lose them
14818,74.0,2.0,539.55,2,2,3,Hibernating
15834,70.0,3.0,827.38,2,3,4,At risk
17314,25.0,6.0,1738.21,3,5,5,Loyal
16029,39.0,40.0,30124.3,3,5,5,Loyal
13014,3.0,10.0,2072.45,5,5,5,Champions
13929,169.0,1.0,429.79999999999995,1,1,3,Hibernating
12697,21.0,5.0,939.02,4,4,4,Loyal
18017,81.0,2.0,358.0,1,2,2,Hibernating
13725,50.0,3.0,95.81,2,3,1,At risk
14217,2.0,14.0,976.0600000000001,5,5,4,Champions
17340,9.0,11.0,6355.49,5,5,5,Champions
13937,169.0,1.0,158.85,1,1,1,Hibernating
15530,22.0,3.0,949.22,4,3,4,Loyal
17848,81.0,5.0,512.8299999999999,1,4,3,At risk
14825,4.0,7.0,1201.04,5,5,4,Champions
15023,3.0,8.0,3905.43,5,5,5,Champions
16175,94.0,2.0,570.61,1,2,3,Hibernating
13969,7.0,13.0,6988.2300000000005,5,5,5,Champions
16161,2.0,12.0,3190.9700000000003,5,5,5,Champions
